conversation_id,customer_message,gold_intent,predicted_intent,confidence,gold_escalation,predicted_decision,decision_reason,reply,retrieved_evidence
2513662,@AmazonHelp Fucking assholes i want product not emails. Emails are not going to solve my problem already replied to you mail u dumb people. https://t.co/iikwIJTz5Z,account_email_or_login,other_or_unclear,0.7302,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2645169"", ""similarity"": 0.2516, ""customer_message"": ""@AmazonHelp Fucking assholes if u give the delivery on time so nobody has to write the order number here u dumb fucking assholes don\u2019t u understand tht"", ""historical_response"": ""@295979 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 2/2""}, {""conversation_id"": ""2535339"", ""similarity"": 0.2343, ""customer_message"": ""@AmazonHelp Your team is unable to solve my problem."", ""historical_response"": ""@721328 As informed earlier, kindly ask the account holder to reach out to us from the link here: https://t.co/TxK11znixD and we will assist you accordingly. ^HR""}, {""conversation_id"": ""786505"", ""similarity"": 0.1616, ""customer_message"": ""@AmazonHelp If you could not be soo dumb&amp;check that there are 3 emails to you a chat and 2 emails to senior officials! Still this reply @300924"", ""historical_response"": ""@181479 We won't be able to check your details from here. If you've reverted to our email, we'll be sure to reach out you. ^VN""}]"
252782,@AmazonHelp had emailed customer service about a fake product and requested follow-ups and was promised a gift voucher for the trouble (1),prime_membership_or_benefits,gift_card_or_promotion,0.9127,AUTO-HANDLE,ESCALATE,Escalated because best Knowledge similarity 0.20 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2821061"", ""similarity"": 0.2, ""customer_message"": ""@AmazonHelp Contact customer service about a harrassment issue?"", ""historical_response"": ""@786254 Hey Holly, we'd like to look into this for you. Please fill out this secure form to provide us with more details: https://t.co/R55eEQwSEs ^MA""}, {""conversation_id"": ""280930"", ""similarity"": 0.159, ""customer_message"": ""@AmazonHelp The black tap, there is gv code https://t.co/VD6xvqyGCi"", ""historical_response"": ""@182940 We'll not be able to access your account details via Twitter. Kindly reach out to our support (1/2)^AP""}, {""conversation_id"": ""2374547"", ""similarity"": 0.1575, ""customer_message"": ""@AmazonHelp I sent the info to customer service about an hour ago."", ""historical_response"": ""@684980 Thank you for that information! If you don't receive a response from them within 12 hours, please let us know! ^AR""}]"
25304,@AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.,refund_return_or_cancellation,other_or_unclear,0.6694,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; best Knowledge similarity 0.19 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2531972"", ""similarity"": 0.1907, ""customer_message"": ""@AmazonHelp Used the chat option. Here is screen grab of chat conversation. https://t.co/0RRp2hQoXb"", ""historical_response"": ""@720611 Please use this link : https://t.co/vlvfJr4nN9 to contact us and select alternate issue code. (1/2) ^AS""}, {""conversation_id"": ""334092"", ""similarity"": 0.1894, ""customer_message"": ""@AmazonHelp I used the chat. The specialist simply did a standard return/replacement. Nothing else. Just disappointed with lack of effort/care."", ""historical_response"": ""@169608 Thank you for letting us know what happened, I'm sorry to hear our response missed the mark. ^JR""}, {""conversation_id"": ""2149499"", ""similarity"": 0.1748, ""customer_message"": ""@AmazonHelp I just registered a return via the app. Very disappointed"", ""historical_response"": ""@631745 I'm sorry this happened. Have you had a chance to contact us about this? If not you can do so here: https://t.co/JzP7hlA23B ^AY""}]"
2552268,"@AmazonHelp You check. I have provided details but haven't rec'd a reply. Further, this is a new problem. Every delivery is a problem. WTF!",gift_card_or_promotion,delivery_delay,0.8348,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.83 and best Knowledge similarity 0.20 meet the auto-handle thresholds.,Sorry for the delay. Kindly share your details from the link provided above and we'll reach out to you. ^SA,"[{""conversation_id"": ""315267"", ""similarity"": 0.2037, ""customer_message"": ""@AmazonHelp Sorry to say this but have provided details thrice."", ""historical_response"": ""@184608 Sorry for the delay. Kindly share your details from the link provided above and we'll reach out to you. ^SA""}, {""conversation_id"": ""794479"", ""similarity"": 0.1558, ""customer_message"": ""@AmazonHelp Understand what the hell is going on and they land up making the situation worse. This is huge #fail of your system!"", ""historical_response"": ""@309432 I am sorry to know your concern is still pending. I will forward your feedback on this internally for review.(1/2)^RS""}, {""conversation_id"": ""909923"", ""similarity"": 0.1553, ""customer_message"": ""@AmazonHelp order details:405-7416451-8422732."", ""historical_response"": ""@336130 We won't be able to access your details from twitter, kindly share your details in the link provided earlier. ^AG""}]"
2573818,@AmazonHelp There’s no updates on my package from yesterday??? Mobile is only about 3 hours from me... so I’m confused on my package disappearance. https://t.co/RKE9r9yfRH,other_or_unclear,delivery_delay,0.9677,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.97 and best Knowledge similarity 0.21 meet the auto-handle thresholds.,We'd like to look into this in real-time with you. Please reach out to us by phone or chat here:  ^GR,"[{""conversation_id"": ""1012843"", ""similarity"": 0.2053, ""customer_message"": ""@AmazonHelp There are no updates besides these two. https://t.co/CeE5FCd89i"", ""historical_response"": ""@359670 We'd like to look into this in real-time with you. Please reach out to us by phone or chat here: https://t.co/EKXRLsnxJu ^GR""}, {""conversation_id"": ""2807496"", ""similarity"": 0.17, ""customer_message"": ""@AmazonHelp @115817 Be around tomorrow to receive my package, so I want them to deliver it on Friday (even though I was suppose to have it yesterday). Now they are saying they can\u2019t deliver it Friday, they will deliver tomorrow and I can\u2019t change my pick up to a @115817 location for a Friday pickup."", ""historical_response"": ""@461780 Please tell us more about your experience. We'd love to help out in any way! ^SH""}, {""conversation_id"": ""2557233"", ""similarity"": 0.1691, ""customer_message"": ""@AmazonHelp Yes this is the second time this has happened. I don't even any updates on why my package wasn't delivered."", ""historical_response"": ""@726012 Do you have a new delivery date?  https://t.co/Y5jpI9gRhE ^DJ""}]"
2584269,@AmazonHelp It’s not even on the list. 🙄 it clearly states that it’s shipped and sold by amazon,account_email_or_login,delivery_tracking,0.9836,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.98 and best Knowledge similarity 0.45 meet the auto-handle thresholds.,We're happy to review the order and any available options with you directly here:  ^JR,"[{""conversation_id"": ""1993320"", ""similarity"": 0.4512, ""customer_message"": ""@AmazonHelp Shipped and sold by Amazon."", ""historical_response"": ""@426049 We're happy to review the order and any available options with you directly here: https://t.co/hApLpMlfHN ^JR""}, {""conversation_id"": ""1299542"", ""similarity"": 0.4512, ""customer_message"": ""@AmazonHelp Shipped and sold by amazon."", ""historical_response"": ""@423731 Thank you for informing us! You can leave direct feedback via e-mail here: https://t.co/hApLpM3Ejd ^EB""}, {""conversation_id"": ""1026152"", ""similarity"": 0.3415, ""customer_message"": ""@AmazonHelp Both. Shipped and Sold."", ""historical_response"": ""@362793 We're unable to access account info via twitter. We want to help Please contact us directly here: https://t.co/hApLpMlfHN ^JF""}]"
2617302,@AmazonHelp Yes. All we’re supposed to be delivered today and now all of the dates have been pushed out to later this week. None are out for delivery today.,refund_return_or_cancellation,delivery_delay,0.9998,ESCALATE,AUTO-HANDLE,Intent confidence 1.00 and best Knowledge similarity 0.21 meet the auto-handle thresholds.,"Thank you for this info. If it isn't delivered Monday, or for direct assistance, please reach us here:  ^FD","[{""conversation_id"": ""1587347"", ""similarity"": 0.2108, ""customer_message"": ""@AmazonHelp It's not even out for delivery yet and it was supposed to be delivered today."", ""historical_response"": ""@488269 Thank you for this info. If it isn't delivered Monday, or for direct assistance, please reach us here: https://t.co/hApLpMlfHN ^FD""}, {""conversation_id"": ""639471"", ""similarity"": 0.2057, ""customer_message"": ""@AmazonHelp yes 3 supposed to be delivered today and now Thursday or Friday"", ""historical_response"": ""@271687 Truly sorry to hear that we've missed our mark! Please, keep us posted and let us know if your order hasn't arrived by the updated delivery date. ^JE""}, {""conversation_id"": ""2966394"", ""similarity"": 0.195, ""customer_message"": ""@AmazonHelp I included a photo of all three tracking numbers. The top is the one that was supposed to arrive today and didn't even go out for delivery, the other two were the delayed ones. It's all your AMZL US service. https://t.co/ZWLGuh5uX8"", ""historical_response"": ""@818380 We'd like to have a member of our team look into this for you. Please provide your order info here: https://t.co/qG93BNBnJX ^AG""}]"
2633215,"@AmazonHelp Yes, it asked me to reset the password, then I did.",refund_return_or_cancellation,account_email_or_login,0.9497,ESCALATE,AUTO-HANDLE,Intent confidence 0.95 and best Knowledge similarity 0.29 meet the auto-handle thresholds.,I'm sorry to hear that! We would like to assist with this in real-time. Can you please use the following link to get in touch with us?    ^DY,"[{""conversation_id"": ""2690665"", ""similarity"": 0.2928, ""customer_message"": ""@AmazonHelp Yes to reset the password. We have reset the account after waiting 5 hours we have had the verification code sent and changed it but it\u2019s still not letting us sign in with the new or old password. It started because we had an email saying the email address has been changed"", ""historical_response"": ""@756420 I'm sorry to hear that! We would like to assist with this in real-time. Can you please use the following link to get in touch with us?   https://t.co/zYVX1Qi29G. ^DY""}, {""conversation_id"": ""404043"", ""similarity"": 0.269, ""customer_message"": ""@AmazonHelp Yes it was"", ""historical_response"": ""@211635 If you have been charged shipping erroneously, please give us a ring or chat and we can help:  https://t.co/hApLpMlfHN ^JD""}, {""conversation_id"": ""34513"", ""similarity"": 0.2629, ""customer_message"": ""@AmazonHelp Yes, it is"", ""historical_response"": ""@123480 Happy to hear it. We'd like to document your experience and look into your options here: https://t.co/qy3J24VGxb ^AF""}]"
2671377,@AmazonHelp Les 2 fois où j’ai voulu passer la commande et lorsque je souhaite le détail d’une commande j’ai ce message. Je commande donc sur le site. https://t.co/yDq9F7cwer,delivery_tracking,other_or_unclear,0.6508,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""74691"", ""similarity"": 0.3024, ""customer_message"": ""@AmazonHelp D\u00e9ja quand je leur pose une simple question ils me disent qu'il leur faut 5 jours pour pouvoir me r\u00e9pondre alors leur demander une \u00e9tiquette de retour \u00e7a risque de prendre 7 jours mdr"", ""historical_response"": ""@132727 Certaines demandes peuvent prendre en effet 5 jours mais pour \u00e9diter une \u00e9tiquette de retour c'est plus rapide, le service client est joignable par t\u00e9l\u00e9phone, chat et e-mail depuis le lien suivant : https://t.co/qzuu0dgDXz ^ASZ""}, {""conversation_id"": ""2460774"", ""similarity"": 0.2611, ""customer_message"": ""@AmazonHelp Par vous"", ""historical_response"": ""@704605 Quelle est la date de livraison qui vous a \u00e9t\u00e9 donn\u00e9e dans l'email de confirmation de commande? ^ARC""}, {""conversation_id"": ""2297450"", ""similarity"": 0.2579, ""customer_message"": ""@AmazonHelp quand je vais dans commande le site me apparait defois que j'ai aucune commande et quand je les vois et que je fais suivi de colis voici ce que j'ai https://t.co/INGe9sn47M"", ""historical_response"": ""@569103 Je suis sinc\u00e8rement navr\u00e9e d'apprendre cela. L'avez-vous signal\u00e9 \u00e0 notre SAV s'il vous pla\u00eet? Notez que vous pouvez le faire via le lien suivant:  https://t.co/Q7Ftz6nj80\n^SA""}]"
2675680,"@AmazonHelp I sure have.  If I ask to turn on bedroom lights or living room lights, it works. The issue is just with “lights” or “all lights”",refund_return_or_cancellation,other_or_unclear,0.6225,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1446337"", ""similarity"": 0.2464, ""customer_message"": ""@AmazonHelp Sure have"", ""historical_response"": ""@170686 I'm sorry for the trouble you're having! Have you tried these troubleshooting steps to start with: https://t.co/iUS1nH28k1? ^WM""}, {""conversation_id"": ""321683"", ""similarity"": 0.1982, ""customer_message"": ""@AmazonHelp If I set up plus in living room and for in bedroom. Can the dot use the built in hub on the plus to control hue lights."", ""historical_response"": ""@192633 It seems the E27 bulbs are known for their richer colours. ^WJ""}, {""conversation_id"": ""282729"", ""similarity"": 0.1877, ""customer_message"": ""@AmazonHelp Do you have Made in India Diwali Lights or they are all made in china? :)"", ""historical_response"": ""@183360 Please help us with the product link or name you're referring to. ^PS""}]"
2675969,"@AmazonHelp The design of everyday things, do Don Norman. Vou ler mais rápido que a velocidade da luz hahaha",prime_membership_or_benefits,other_or_unclear,0.4792,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.48 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2956927"", ""similarity"": 0.3432, ""customer_message"": ""@AmazonHelp \u00c9 amor demais sim \ud83d\ude04 Vou ler primeiro os 2 da @113521 \ud83d\udc95"", ""historical_response"": ""@141789 Que legal Amanda! Te desejamos uma leitura maravilhosa! \ud83d\ude0d\ud83d\udcda\u2615\ufe0f ^JJ""}, {""conversation_id"": ""1711444"", ""similarity"": 0.2495, ""customer_message"": ""@AmazonHelp Vou come\u00e7ar pelo O Corvo :)"", ""historical_response"": ""@518430 \u00d3tima escolha! Qual \u00e9 o livro favorito dele? ^JD""}, {""conversation_id"": ""2052143"", ""similarity"": 0.2364, ""customer_message"": ""@AmazonHelp @606896 Hahaha"", ""historical_response"": ""@606896 Ol\u00e1 Paulo! A resposta esta no seguinte link: https://t.co/FkXRW6AoiF   ^JJ""}]"
